#r/D;U;u'
-0.4254;0.05373;0.0488147
-0.3722;0.07466281;0.06140543
-0.319;0.11197133;0.07149672
-0.2659;0.14124423;0.07630854
-0.2027;0.1562349;0.08000795
-0.1595;0.16666648;0.08311832
-0.1063;0.17728711;0.08886942
-0.0532;0.18889876;0.08818884
0;0.199;0.08994999
0.0532;0.19238922;0.09218874
0.1063;0.19516925;0.0857889
0.1595;0.18052683;0.08439789
0.2027;0.15483593;0.09210914
0.2659;0.12532224;0.08496902
0.319;0.0973707;0.08776895
0.3722;0.06724608;0.06950672
0.4254;0.05094599;0.05599661
