#r/D;U;u'
-0.4254;0.1152;0.02141952
-0.3722;0.124544;0.02196992
-0.319;0.12734976;0.02092032
-0.2659;0.13087872;0.02317056
-0.2027;0.12925952;0.0207104
-0.1595;0.13039872;0.0243904
-0.1063;0.12579072;0.02210944
-0.0532;0.12619136;0.02576
0;0.128;0.02034944
0.0532;0.12941952;0.02054016
0.1063;0.1300608;0.01985024
0.1595;0.13071872;0.01964032
0.2027;0.13061376;0.02065024
0.2659;0.12612224;0.02225024
0.319;0.12782976;0.02178944
0.3722;0.12734976;0.02381952
0.4254;0.11199872;0.02641024
