#r/D;U;u'
-0.4254;-0.00269875;0.035306
-0.3722;-0.00114935;0.09175115
-0.319;0.0575945;0.1122299
-0.2659;0.16342995;0.1661795
-0.2027;0.2697226;0.1693164
-0.1595;0.39904035;0.1734566
-0.1063;0.48434625;0.18665825
-0.0532;0.5803646;0.16231235
0;0.635;0.1652778
0.0532;0.62620525;0.16483965
0.1063;0.5459984;0.17287875
0.1595;0.44510325;0.16736695
0.2027;0.3264281;0.1624584
0.2659;0.2346706;0.15975965
0.319;0.1261872;0.14827885
0.3722;0.05367655;0.1273556
0.4254;0.0021971;0.097409
