#r/D;U;u'
-0.4254;-0.05247;0.0109392
-0.3722;-0.00237705;0.0387006
-0.319;0.04090275;0.10052775
-0.2659;0.16730775;0.14651055
-0.2027;0.2788701;0.16458885
-0.1595;0.430731;0.1760289
-0.1063;0.5775516;0.20354385
-0.0532;0.7228935;0.18645135
0;0.795;0.16818225
0.0532;0.75438345;0.1760925
0.1063;0.63131745;0.18839115
0.1595;0.50163705;0.18750075
0.2027;0.35743995;0.16807095
0.2659;0.22294185;0.1554066
0.319;0.11094225;0.13747935
0.3722;0.053583;0.11730225
0.4254;-0.02579775;0.08601105
