#r/D;U;u'
-0.4254;0.10994048;0.03300608
-0.3722;0.12230656;0.03421568
-0.319;0.12494336;0.03526272
-0.2659;0.1258752;0.03211392
-0.2027;0.12616576;0.03605248
-0.1595;0.13002496;0.03458176
-0.1063;0.13098624;0.03132416
-0.0532;0.12995456;0.03323904
0;0.128;0.0307712
0.0532;0.12828032;0.03425536
0.1063;0.12953344;0.0286976
0.1595;0.1274688;0.03247872
0.2027;0.12759936;0.03647744
0.2659;0.1295936;0.03432448
0.319;0.12352;0.0391424
0.3722;0.12413184;0.03598336
0.4254;0.1116224;0.03512448
