# <u_t u_t> budget
#
# y+          P+(NC)       TD+          TCR+         PD+(NC)      PCR+         PS+          VD+         VCR+         D+            balance
 0.21239E+02  0.00000E+00  0.84113E-03  0.13590E-03  0.00000E+00 -0.64403E-03  0.35998E-01 -0.18581E-02 -0.53547E-04 -0.34036E-01  0.38361E-03
 0.20024E+02  0.00000E+00  0.78396E-03  0.14591E-03  0.00000E+00 -0.65496E-03  0.36795E-01 -0.20917E-02 -0.52949E-04 -0.34527E-01  0.39893E-03
 0.18851E+02  0.00000E+00  0.69139E-03  0.15431E-03  0.00000E+00 -0.66183E-03  0.37570E-01 -0.23531E-02 -0.52159E-04 -0.34936E-01  0.41256E-03
 0.17722E+02  0.00000E+00  0.55979E-03  0.16073E-03  0.00000E+00 -0.66439E-03  0.38288E-01 -0.26250E-02 -0.51171E-04 -0.35242E-01  0.42524E-03
 0.16634E+02  0.00000E+00  0.38508E-03  0.16480E-03  0.00000E+00 -0.66258E-03  0.38912E-01 -0.28848E-02 -0.49983E-04 -0.35428E-01  0.43681E-03
 0.15588E+02  0.00000E+00  0.17046E-03  0.16621E-03  0.00000E+00 -0.65653E-03  0.39407E-01 -0.31178E-02 -0.48599E-04 -0.35474E-01  0.44718E-03
 0.14582E+02  0.00000E+00 -0.74883E-04  0.16480E-03  0.00000E+00 -0.64650E-03  0.39737E-01 -0.33182E-02 -0.47029E-04 -0.35357E-01  0.45770E-03
 0.13617E+02  0.00000E+00 -0.33811E-03  0.16058E-03  0.00000E+00 -0.63287E-03  0.39870E-01 -0.34880E-02 -0.45286E-04 -0.35057E-01  0.46861E-03
 0.12691E+02  0.00000E+00 -0.60705E-03  0.15372E-03  0.00000E+00 -0.61606E-03  0.39778E-01 -0.36309E-02 -0.43387E-04 -0.34556E-01  0.47883E-03
 0.11804E+02  0.00000E+00 -0.87194E-03  0.14449E-03  0.00000E+00 -0.59650E-03  0.39444E-01 -0.37491E-02 -0.41352E-04 -0.33842E-01  0.48788E-03
 0.10953E+02  0.00000E+00 -0.11217E-02  0.13324E-03  0.00000E+00 -0.57457E-03  0.38859E-01 -0.38494E-02 -0.39200E-04 -0.32912E-01  0.49541E-03
 0.10139E+02  0.00000E+00 -0.13431E-02  0.12040E-03  0.00000E+00 -0.55059E-03  0.38025E-01 -0.39460E-02 -0.36949E-04 -0.31768E-01  0.50026E-03
 0.93591E+01  0.00000E+00 -0.15244E-02  0.10648E-03  0.00000E+00 -0.52481E-03  0.36958E-01 -0.40520E-02 -0.34618E-04 -0.30427E-01  0.50156E-03
 0.86128E+01  0.00000E+00 -0.16581E-02  0.91972E-04  0.00000E+00 -0.49741E-03  0.35687E-01 -0.41719E-02 -0.32223E-04 -0.28921E-01  0.49852E-03
 0.78985E+01  0.00000E+00 -0.17389E-02  0.77383E-04  0.00000E+00 -0.46850E-03  0.34247E-01 -0.42999E-02 -0.29779E-04 -0.27297E-01  0.49055E-03
 0.72145E+01  0.00000E+00 -0.17619E-02  0.63168E-04  0.00000E+00 -0.43814E-03  0.32680E-01 -0.44176E-02 -0.27297E-04 -0.25620E-01  0.47776E-03
 0.65593E+01  0.00000E+00 -0.17223E-02  0.49756E-04  0.00000E+00 -0.40635E-03  0.31027E-01 -0.44897E-02 -0.24788E-04 -0.23974E-01  0.46013E-03
 0.59312E+01  0.00000E+00 -0.16167E-02  0.37542E-04  0.00000E+00 -0.37315E-03  0.29328E-01 -0.44569E-02 -0.22262E-04 -0.22459E-01  0.43750E-03
 0.53281E+01  0.00000E+00 -0.14463E-02  0.26873E-04  0.00000E+00 -0.33855E-03  0.27613E-01 -0.42278E-02 -0.19731E-04 -0.21197E-01  0.41031E-03
 0.47484E+01  0.00000E+00 -0.12198E-02  0.18017E-04  0.00000E+00 -0.30261E-03  0.25902E-01 -0.36735E-02 -0.17208E-04 -0.20328E-01  0.37896E-03
 0.41900E+01  0.00000E+00 -0.95697E-03  0.11118E-04  0.00000E+00 -0.26546E-03  0.24198E-01 -0.26259E-02 -0.14708E-04 -0.20002E-01  0.34396E-03
 0.36508E+01  0.00000E+00 -0.68600E-03  0.61503E-05  0.00000E+00 -0.22734E-03  0.22487E-01 -0.88512E-03 -0.12253E-04 -0.20376E-01  0.30679E-03
 0.31288E+01  0.00000E+00 -0.43768E-03  0.29175E-05  0.00000E+00 -0.18862E-03  0.20734E-01  0.17661E-02 -0.98710E-05 -0.21597E-01  0.26924E-03
 0.26218E+01  0.00000E+00 -0.23820E-03  0.10812E-05  0.00000E+00 -0.14992E-03  0.18876E-01  0.55472E-02 -0.75994E-05 -0.23796E-01  0.23256E-03
 0.21275E+01  0.00000E+00 -0.10152E-03  0.22838E-06  0.00000E+00 -0.11210E-03  0.16818E-01  0.10674E-01 -0.54860E-05 -0.27076E-01  0.19785E-03
 0.16438E+01  0.00000E+00 -0.26216E-04 -0.44175E-07  0.00000E+00 -0.76436E-04  0.14428E-01  0.17376E-01 -0.35916E-05 -0.31532E-01  0.16562E-03
 0.11683E+01  0.00000E+00  0.18939E-05 -0.58598E-07  0.00000E+00 -0.44741E-04  0.11521E-01  0.25949E-01 -0.19927E-05 -0.37289E-01  0.13584E-03
 0.69860E+00  0.00000E+00  0.39182E-05 -0.17773E-07  0.00000E+00 -0.19564E-04  0.78538E-02  0.36870E-01 -0.78657E-06 -0.44580E-01  0.12738E-03
 0.23247E+00  0.00000E+00  0.44571E-06 -0.89284E-09  0.00000E+00 -0.44908E-05  0.31058E-02  0.50928E-01 -0.99090E-07 -0.53945E-01  0.84232E-04
