# RMS
#
#r/D     u_t,rms / u_*
0.00260 0.65668121E+00
0.00781 0.65645994E+00
0.01302 0.65615290E+00
0.01823 0.65595676E+00
0.02344 0.65593446E+00
0.02865 0.65611233E+00
0.03385 0.65653741E+00
0.03906 0.65729258E+00
0.04427 0.65845997E+00
0.04948 0.66008038E+00
0.05469 0.66215499E+00
0.05990 0.66468555E+00
0.06510 0.66770729E+00
0.07031 0.67127676E+00
0.07552 0.67542967E+00
0.08073 0.68014011E+00
0.08594 0.68529640E+00
0.09115 0.69072700E+00
0.09635 0.69627985E+00
0.10156 0.70189328E+00
0.10677 0.70759976E+00
0.11198 0.71346049E+00
0.11719 0.71949636E+00
0.12240 0.72567145E+00
0.12760 0.73191628E+00
0.13281 0.73815741E+00
0.13802 0.74433904E+00
0.14323 0.75044364E+00
0.14844 0.75651071E+00
0.15365 0.76262839E+00
0.15885 0.76889644E+00
0.16406 0.77538103E+00
0.16927 0.78207978E+00
0.17448 0.78892916E+00
0.17969 0.79584833E+00
0.18490 0.80276293E+00
0.19010 0.80962327E+00
0.19531 0.81643929E+00
0.20052 0.82325216E+00
0.20573 0.83004265E+00
0.21094 0.83672098E+00
0.21615 0.84321953E+00
0.22135 0.84956832E+00
0.22656 0.85588679E+00
0.23177 0.86231535E+00
0.23698 0.86895012E+00
0.24219 0.87582232E+00
0.24740 0.88291925E+00
0.25260 0.89020632E+00
0.25781 0.89762401E+00
0.26302 0.90510857E+00
0.26823 0.91264367E+00
0.27344 0.92025290E+00
0.27865 0.92796230E+00
0.28385 0.93578134E+00
0.28906 0.94369468E+00
0.29427 0.95165194E+00
0.29948 0.95955054E+00
0.30469 0.96722769E+00
0.30990 0.97447724E+00
0.31510 0.98112822E+00
0.32031 0.98709025E+00
0.32552 0.99236317E+00
0.33073 0.99703524E+00
0.33594 0.10012742E+01
0.34115 0.10053388E+01
0.34635 0.10094472E+01
0.35156 0.10135130E+01
0.35677 0.10172245E+01
0.36198 0.10204203E+01
0.36719 0.10229987E+01
0.37240 0.10247201E+01
0.37760 0.10254050E+01
0.38281 0.10250498E+01
0.38802 0.10237076E+01
0.39323 0.10214116E+01
0.39844 0.10182076E+01
0.40365 0.10142013E+01
0.40885 0.10095292E+01
0.41406 0.10043490E+01
0.41927 0.99880103E+00
0.42448 0.99285330E+00
0.42969 0.98613298E+00
0.43490 0.97803683E+00
0.44010 0.96767019E+00
0.44531 0.95374091E+00
0.45052 0.93469845E+00
0.45573 0.90903603E+00
0.46094 0.87532843E+00
0.46615 0.83200554E+00
0.47135 0.77726332E+00
0.47656 0.70884429E+00
0.48177 0.62319722E+00
0.48698 0.51294130E+00
0.49219 0.36382153E+00
0.49740 0.15418553E+00
