# r/D;g;g'
-5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
-4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
-4.877000000000000224e-01;7.499999999999999722e-03;4.499999999999999660e-03
-4.814999999999999836e-01;7.000000000000000146e-03;4.300000000000000003e-03
-4.753000000000000003e-01;6.400000000000000307e-03;4.400000000000000265e-03
-4.691000000000000170e-01;6.499999999999999702e-03;4.300000000000000003e-03
-4.630000000000000226e-01;6.199999999999999782e-03;4.300000000000000003e-03
-4.567999999999999838e-01;6.100000000000000387e-03;4.199999999999999740e-03
-4.506000000000000005e-01;5.599999999999999943e-03;4.100000000000000346e-03
-4.444000000000000172e-01;5.599999999999999943e-03;4.199999999999999740e-03
-4.383000000000000229e-01;5.300000000000000024e-03;4.199999999999999740e-03
-4.320999999999999841e-01;5.599999999999999943e-03;4.199999999999999740e-03
-4.259000000000000008e-01;5.499999999999999681e-03;4.300000000000000003e-03
-4.198000000000000065e-01;6.100000000000000387e-03;4.300000000000000003e-03
-4.135999999999999677e-01;6.000000000000000125e-03;4.300000000000000003e-03
-4.073999999999999844e-01;6.100000000000000387e-03;4.400000000000000265e-03
-4.012000000000000011e-01;6.199999999999999782e-03;4.400000000000000265e-03
-3.951000000000000068e-01;6.300000000000000044e-03;4.400000000000000265e-03
-3.889000000000000234e-01;6.000000000000000125e-03;4.300000000000000003e-03
-3.826999999999999846e-01;5.700000000000000205e-03;4.300000000000000003e-03
-3.765000000000000013e-01;5.300000000000000024e-03;4.100000000000000346e-03
-3.704000000000000070e-01;5.000000000000000104e-03;4.000000000000000083e-03
-3.641999999999999682e-01;5.400000000000000286e-03;4.100000000000000346e-03
-3.579999999999999849e-01;5.199999999999999761e-03;4.199999999999999740e-03
-3.518999999999999906e-01;5.599999999999999943e-03;4.100000000000000346e-03
-3.457000000000000073e-01;6.300000000000000044e-03;4.300000000000000003e-03
-3.395000000000000240e-01;6.499999999999999702e-03;4.199999999999999740e-03
-3.333000000000000407e-01;6.799999999999999621e-03;4.199999999999999740e-03
-3.271999999999999909e-01;7.400000000000000328e-03;4.100000000000000346e-03
-3.210000000000000075e-01;7.499999999999999722e-03;4.199999999999999740e-03
-3.147999999999999687e-01;7.900000000000000772e-03;4.300000000000000003e-03
-3.085999999999999854e-01;8.300000000000000086e-03;4.300000000000000003e-03
-3.024999999999999911e-01;8.300000000000000086e-03;4.199999999999999740e-03
-2.963000000000000078e-01;8.600000000000000006e-03;4.300000000000000003e-03
-2.901000000000000245e-01;9.299999999999999239e-03;4.300000000000000003e-03
-2.840000000000000302e-01;9.700000000000000289e-03;4.300000000000000003e-03
-2.777999999999999914e-01;1.039999999999999952e-02;4.400000000000000265e-03
-2.716000000000000081e-01;1.119999999999999989e-02;4.599999999999999922e-03
-2.653999999999999693e-01;1.239999999999999956e-02;4.599999999999999922e-03
-2.592999999999999750e-01;1.299999999999999940e-02;4.499999999999999660e-03
-2.530999999999999917e-01;1.420000000000000082e-02;4.700000000000000185e-03
-2.469000000000000083e-01;1.540000000000000049e-02;4.700000000000000185e-03
-2.407000000000000250e-01;1.679999999999999896e-02;5.000000000000000104e-03
-2.345999999999999752e-01;1.789999999999999925e-02;5.199999999999999761e-03
-2.283999999999999919e-01;2.000000000000000042e-02;5.199999999999999761e-03
-2.222000000000000086e-01;2.149999999999999828e-02;5.300000000000000024e-03
-2.160000000000000253e-01;2.359999999999999945e-02;5.599999999999999943e-03
-2.098999999999999755e-01;2.599999999999999881e-02;6.000000000000000125e-03
-2.036999999999999922e-01;2.869999999999999982e-02;7.499999999999999722e-03
-1.975000000000000089e-01;3.250000000000000111e-02;1.110000000000000049e-02
-1.914000000000000146e-01;3.810000000000000192e-02;1.629999999999999852e-02
-1.851999999999999758e-01;4.580000000000000043e-02;2.390000000000000110e-02
-1.789999999999999925e-01;5.630000000000000282e-02;3.269999999999999990e-02
-1.728000000000000091e-01;7.130000000000000226e-02;4.229999999999999732e-02
-1.667000000000000148e-01;9.020000000000000240e-02;5.199999999999999761e-02
-1.604999999999999760e-01;1.131000000000000061e-01;6.119999999999999746e-02
-1.542999999999999927e-01;1.401000000000000023e-01;6.909999999999999476e-02
-1.481000000000000094e-01;1.728000000000000091e-01;7.630000000000000671e-02
-1.420000000000000151e-01;2.084000000000000019e-01;8.219999999999999529e-02
-1.357999999999999763e-01;2.492000000000000048e-01;8.719999999999999973e-02
-1.295999999999999930e-01;2.913000000000000034e-01;8.959999999999999909e-02
-1.234999999999999987e-01;3.382999999999999896e-01;9.210000000000000131e-02
-1.173000000000000154e-01;3.826999999999999846e-01;9.299999999999999933e-02
-1.110999999999999766e-01;4.285999999999999810e-01;9.320000000000000506e-02
-1.048999999999999932e-01;4.726000000000000201e-01;9.210000000000000131e-02
-9.879999999999999893e-02;5.184999999999999609e-01;9.080000000000000571e-02
-9.260000000000001563e-02;5.602000000000000313e-01;8.890000000000000679e-02
-8.639999999999997682e-02;6.029999999999999805e-01;8.709999999999999687e-02
-8.019999999999999352e-02;6.459000000000000297e-01;8.640000000000000457e-02
-7.409999999999999920e-02;6.848999999999999533e-01;8.440000000000000280e-02
-6.790000000000001590e-02;7.196000000000000174e-01;8.129999999999999727e-02
-6.169999999999997708e-02;7.557000000000000384e-01;7.770000000000000517e-02
-5.559999999999998277e-02;7.914999999999999813e-01;7.520000000000000295e-02
-4.939999999999999947e-02;8.209999999999999520e-01;7.059999999999999609e-02
-4.320000000000001616e-02;8.505000000000000338e-01;6.500000000000000222e-02
-3.699999999999997735e-02;8.792999999999999705e-01;5.840000000000000052e-02
-3.089999999999998304e-02;8.997000000000000552e-01;5.220000000000000334e-02
-2.469999999999999973e-02;9.192000000000000171e-01;4.560000000000000164e-02
-1.850000000000001643e-02;9.342000000000000304e-01;4.139999999999999930e-02
-1.229999999999997762e-02;9.411000000000000476e-01;3.860000000000000236e-02
-6.199999999999983302e-03;9.488999999999999657e-01;3.670000000000000345e-02
0.000000000000000000e+00;9.525000000000000133e-01;3.570000000000000256e-02
6.199999999999983302e-03;9.492000000000000437e-01;3.559999999999999970e-02
1.229999999999997762e-02;9.505000000000000115e-01;3.500000000000000333e-02
1.849999999999996092e-02;9.487999999999999767e-01;3.599999999999999728e-02
2.470000000000005524e-02;9.396999999999999797e-01;3.590000000000000135e-02
3.090000000000003855e-02;9.324000000000000066e-01;3.690000000000000224e-02
3.700000000000003286e-02;9.243000000000000105e-01;3.960000000000000325e-02
4.320000000000001616e-02;9.089000000000000412e-01;4.379999999999999866e-02
4.939999999999999947e-02;8.917000000000000481e-01;4.970000000000000112e-02
5.559999999999998277e-02;8.721999999999999753e-01;5.650000000000000161e-02
6.169999999999997708e-02;8.467999999999999972e-01;6.239999999999999714e-02
6.789999999999996039e-02;8.125000000000000000e-01;6.829999999999999960e-02
7.410000000000005471e-02;7.814999999999999725e-01;7.389999999999999347e-02
8.020000000000004903e-02;7.489999999999999991e-01;7.789999999999999702e-02
8.640000000000003233e-02;7.123000000000000442e-01;7.969999999999999307e-02
9.260000000000001563e-02;6.764000000000000012e-01;8.240000000000000102e-02
9.879999999999999893e-02;6.425999999999999490e-01;8.429999999999999993e-02
1.048999999999999932e-01;6.004000000000000448e-01;8.619999999999999885e-02
1.110999999999999766e-01;5.564999999999999947e-01;8.799999999999999489e-02
1.172999999999999599e-01;5.137000000000000455e-01;8.980000000000000482e-02
1.235000000000000542e-01;4.687000000000000055e-01;9.020000000000000240e-02
1.296000000000000485e-01;4.242000000000000215e-01;8.949999999999999623e-02
1.358000000000000318e-01;3.795000000000000040e-01;8.870000000000000107e-02
1.420000000000000151e-01;3.353999999999999759e-01;8.740000000000000546e-02
1.481000000000000094e-01;2.927000000000000157e-01;8.550000000000000655e-02
1.542999999999999927e-01;2.506999999999999784e-01;8.290000000000000147e-02
1.604999999999999760e-01;2.096999999999999975e-01;7.920000000000000651e-02
1.666999999999999593e-01;1.718000000000000083e-01;7.330000000000000404e-02
1.727999999999999536e-01;1.391000000000000014e-01;6.590000000000000024e-02
