# r/D;g;g'
1.790000000000000480e-01;2.228999999999999870e-01;2.970000000000000070e-02
1.852000000000000313e-01;2.215000000000000024e-01;2.960000000000000131e-02
1.914000000000000146e-01;2.220999999999999919e-01;2.970000000000000070e-02
1.975000000000000089e-01;2.238999999999999879e-01;2.970000000000000070e-02
2.036999999999999922e-01;2.237000000000000099e-01;2.989999999999999949e-02
2.098999999999999755e-01;2.223999999999999866e-01;2.949999999999999845e-02
2.159999999999999698e-01;2.230000000000000038e-01;2.910000000000000087e-02
2.221999999999999531e-01;2.214000000000000135e-01;2.860000000000000042e-02
2.284000000000000474e-01;2.194000000000000117e-01;2.819999999999999937e-02
2.346000000000000307e-01;2.189000000000000112e-01;2.829999999999999877e-02
2.407000000000000250e-01;2.190000000000000002e-01;2.860000000000000042e-02
2.469000000000000083e-01;2.190999999999999892e-01;2.869999999999999982e-02
2.530999999999999917e-01;2.182000000000000051e-01;2.920000000000000026e-02
2.592999999999999750e-01;2.174000000000000099e-01;2.929999999999999966e-02
2.653999999999999693e-01;2.156000000000000139e-01;2.939999999999999905e-02
2.715999999999999526e-01;2.154999999999999971e-01;2.970000000000000070e-02
2.778000000000000469e-01;2.142999999999999905e-01;2.999999999999999889e-02
2.840000000000000302e-01;2.137999999999999901e-01;3.030000000000000054e-02
2.901000000000000245e-01;2.131000000000000116e-01;3.039999999999999994e-02
2.963000000000000078e-01;2.136000000000000121e-01;3.030000000000000054e-02
3.024999999999999911e-01;2.127999999999999892e-01;3.020000000000000115e-02
3.085999999999999854e-01;2.122999999999999887e-01;2.999999999999999889e-02
3.147999999999999687e-01;2.116999999999999993e-01;2.999999999999999889e-02
3.209999999999999520e-01;2.124999999999999944e-01;2.960000000000000131e-02
3.272000000000000464e-01;2.119999999999999940e-01;2.949999999999999845e-02
3.333000000000000407e-01;2.121000000000000107e-01;2.860000000000000042e-02
3.395000000000000240e-01;2.119999999999999940e-01;2.860000000000000042e-02
3.457000000000000073e-01;2.104000000000000037e-01;2.900000000000000147e-02
3.518999999999999906e-01;2.096000000000000085e-01;2.939999999999999905e-02
3.579999999999999849e-01;2.096000000000000085e-01;2.960000000000000131e-02
3.641999999999999682e-01;2.084999999999999909e-01;2.980000000000000010e-02
3.703999999999999515e-01;2.071000000000000063e-01;2.970000000000000070e-02
3.764999999999999458e-01;2.074000000000000010e-01;2.949999999999999845e-02
3.827000000000000401e-01;2.054999999999999882e-01;2.949999999999999845e-02
3.889000000000000234e-01;2.041999999999999926e-01;2.910000000000000087e-02
3.951000000000000068e-01;2.038999999999999979e-01;2.879999999999999921e-02
4.012000000000000011e-01;2.046999999999999931e-01;2.879999999999999921e-02
4.073999999999999844e-01;2.051999999999999935e-01;2.879999999999999921e-02
4.135999999999999677e-01;2.049999999999999878e-01;2.850000000000000103e-02
4.197999999999999510e-01;2.043999999999999984e-01;2.910000000000000087e-02
4.258999999999999453e-01;2.031000000000000028e-01;2.889999999999999861e-02
4.321000000000000396e-01;2.010000000000000120e-01;2.879999999999999921e-02
4.383000000000000229e-01;2.000000000000000111e-01;2.829999999999999877e-02
4.444000000000000172e-01;1.995000000000000107e-01;2.850000000000000103e-02
4.506000000000000005e-01;1.988999999999999935e-01;2.829999999999999877e-02
4.567999999999999838e-01;1.990000000000000102e-01;2.800000000000000058e-02
4.629999999999999671e-01;1.985000000000000098e-01;2.719999999999999848e-02
4.690999999999999615e-01;1.985000000000000098e-01;2.709999999999999909e-02
4.752999999999999448e-01;1.985999999999999988e-01;2.709999999999999909e-02
4.815000000000000391e-01;1.990000000000000102e-01;2.719999999999999848e-02
4.877000000000000224e-01;2.018999999999999961e-01;2.759999999999999953e-02
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
