# r/D;g;g'
1.790000000000000480e-01;2.333000000000000074e-01;8.260000000000000675e-02
1.852000000000000313e-01;2.071000000000000063e-01;8.000000000000000167e-02
1.914000000000000146e-01;1.827999999999999903e-01;7.789999999999999702e-02
1.975000000000000089e-01;1.615000000000000047e-01;7.530000000000000582e-02
2.036999999999999922e-01;1.395000000000000129e-01;7.130000000000000226e-02
2.098999999999999755e-01;1.187000000000000000e-01;6.650000000000000355e-02
2.159999999999999698e-01;1.014000000000000040e-01;6.140000000000000319e-02
2.221999999999999531e-01;8.519999999999999796e-02;5.530000000000000193e-02
2.284000000000000474e-01;7.040000000000000424e-02;4.889999999999999902e-02
2.346000000000000307e-01;5.929999999999999855e-02;4.250000000000000305e-02
2.407000000000000250e-01;5.070000000000000201e-02;3.629999999999999893e-02
2.469000000000000083e-01;4.370000000000000273e-02;2.989999999999999949e-02
2.530999999999999917e-01;3.729999999999999982e-02;2.419999999999999929e-02
2.592999999999999750e-01;3.230000000000000232e-02;1.919999999999999832e-02
2.653999999999999693e-01;2.819999999999999937e-02;1.469999999999999953e-02
2.715999999999999526e-01;2.500000000000000139e-02;1.159999999999999920e-02
2.778000000000000469e-01;2.199999999999999872e-02;9.199999999999999845e-03
2.840000000000000302e-01;1.980000000000000163e-02;7.400000000000000328e-03
2.901000000000000245e-01;1.770000000000000046e-02;6.300000000000000044e-03
2.963000000000000078e-01;1.669999999999999957e-02;6.100000000000000387e-03
3.024999999999999911e-01;1.529999999999999936e-02;6.000000000000000125e-03
3.085999999999999854e-01;1.420000000000000082e-02;5.799999999999999600e-03
3.147999999999999687e-01;1.329999999999999932e-02;5.700000000000000205e-03
3.209999999999999520e-01;1.299999999999999940e-02;5.499999999999999681e-03
3.272000000000000464e-01;1.250000000000000069e-02;5.300000000000000024e-03
3.333000000000000407e-01;1.250000000000000069e-02;5.199999999999999761e-03
3.395000000000000240e-01;1.230000000000000017e-02;5.199999999999999761e-03
3.457000000000000073e-01;1.209999999999999964e-02;5.100000000000000366e-03
3.518999999999999906e-01;1.179999999999999973e-02;5.300000000000000024e-03
3.579999999999999849e-01;1.110000000000000049e-02;5.300000000000000024e-03
3.641999999999999682e-01;1.050000000000000065e-02;5.300000000000000024e-03
3.703999999999999515e-01;1.000000000000000021e-02;5.199999999999999761e-03
3.764999999999999458e-01;9.599999999999999159e-03;4.899999999999999842e-03
3.827000000000000401e-01;8.500000000000000611e-03;4.799999999999999580e-03
3.889000000000000234e-01;8.200000000000000691e-03;4.899999999999999842e-03
3.951000000000000068e-01;7.799999999999999642e-03;4.899999999999999842e-03
4.012000000000000011e-01;7.900000000000000772e-03;5.100000000000000366e-03
4.073999999999999844e-01;7.900000000000000772e-03;5.100000000000000366e-03
4.135999999999999677e-01;8.200000000000000691e-03;5.199999999999999761e-03
4.197999999999999510e-01;8.000000000000000167e-03;5.199999999999999761e-03
4.258999999999999453e-01;8.200000000000000691e-03;5.100000000000000366e-03
4.321000000000000396e-01;7.799999999999999642e-03;5.100000000000000366e-03
4.383000000000000229e-01;8.099999999999999561e-03;5.100000000000000366e-03
4.444000000000000172e-01;8.600000000000000006e-03;5.199999999999999761e-03
4.506000000000000005e-01;9.400000000000000369e-03;5.199999999999999761e-03
4.567999999999999838e-01;9.900000000000000813e-03;5.199999999999999761e-03
4.629999999999999671e-01;1.080000000000000057e-02;5.400000000000000286e-03
4.690999999999999615e-01;1.200000000000000025e-02;5.700000000000000205e-03
4.752999999999999448e-01;1.370000000000000037e-02;5.899999999999999863e-03
4.815000000000000391e-01;1.859999999999999848e-02;6.700000000000000226e-03
4.877000000000000224e-01;3.250000000000000111e-02;8.000000000000000167e-03
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
