# r/D;g;g'
1.790000000000000480e-01;2.053000000000000103e-01;2.299999999999999961e-02
1.852000000000000313e-01;2.043000000000000094e-01;2.280000000000000082e-02
1.914000000000000146e-01;2.056000000000000050e-01;2.280000000000000082e-02
1.975000000000000089e-01;2.076000000000000068e-01;2.270000000000000143e-02
2.036999999999999922e-01;2.078000000000000125e-01;2.230000000000000038e-02
2.098999999999999755e-01;2.069000000000000006e-01;2.239999999999999977e-02
2.159999999999999698e-01;2.084000000000000019e-01;2.270000000000000143e-02
2.221999999999999531e-01;2.071999999999999953e-01;2.249999999999999917e-02
2.284000000000000474e-01;2.056999999999999940e-01;2.220000000000000098e-02
2.346000000000000307e-01;2.061000000000000054e-01;2.210000000000000159e-02
2.407000000000000250e-01;2.064999999999999891e-01;2.220000000000000098e-02
2.469000000000000083e-01;2.069999999999999896e-01;2.210000000000000159e-02
2.530999999999999917e-01;2.066000000000000059e-01;2.179999999999999993e-02
2.592999999999999750e-01;2.063000000000000111e-01;2.199999999999999872e-02
2.653999999999999693e-01;2.048000000000000098e-01;2.220000000000000098e-02
2.715999999999999526e-01;2.051000000000000045e-01;2.220000000000000098e-02
2.778000000000000469e-01;2.046000000000000041e-01;2.220000000000000098e-02
2.840000000000000302e-01;2.046000000000000041e-01;2.249999999999999917e-02
2.901000000000000245e-01;2.041000000000000036e-01;2.239999999999999977e-02
2.963000000000000078e-01;2.051999999999999935e-01;2.270000000000000143e-02
3.024999999999999911e-01;2.049999999999999878e-01;2.280000000000000082e-02
3.085999999999999854e-01;2.044999999999999873e-01;2.249999999999999917e-02
3.147999999999999687e-01;2.041000000000000036e-01;2.239999999999999977e-02
3.209999999999999520e-01;2.053999999999999992e-01;2.259999999999999856e-02
3.272000000000000464e-01;2.043999999999999984e-01;2.230000000000000038e-02
3.333000000000000407e-01;2.053000000000000103e-01;2.249999999999999917e-02
3.395000000000000240e-01;2.054999999999999882e-01;2.280000000000000082e-02
3.457000000000000073e-01;2.039999999999999869e-01;2.290000000000000022e-02
3.518999999999999906e-01;2.043999999999999984e-01;2.319999999999999840e-02
3.579999999999999849e-01;2.051999999999999935e-01;2.330000000000000127e-02
3.641999999999999682e-01;2.046999999999999931e-01;2.340000000000000066e-02
3.703999999999999515e-01;2.041000000000000036e-01;2.359999999999999945e-02
3.764999999999999458e-01;2.056000000000000050e-01;2.330000000000000127e-02
3.827000000000000401e-01;2.033000000000000085e-01;2.259999999999999856e-02
3.889000000000000234e-01;2.026999999999999913e-01;2.199999999999999872e-02
3.951000000000000068e-01;2.023999999999999966e-01;2.179999999999999993e-02
4.012000000000000011e-01;2.023999999999999966e-01;2.160000000000000114e-02
4.073999999999999844e-01;2.025000000000000133e-01;2.199999999999999872e-02
4.135999999999999677e-01;2.023999999999999966e-01;2.220000000000000098e-02
4.197999999999999510e-01;2.018000000000000071e-01;2.290000000000000022e-02
4.258999999999999453e-01;2.005000000000000115e-01;2.299999999999999961e-02
4.321000000000000396e-01;1.990999999999999992e-01;2.290000000000000022e-02
4.383000000000000229e-01;1.983000000000000040e-01;2.270000000000000143e-02
4.444000000000000172e-01;1.981999999999999873e-01;2.270000000000000143e-02
4.506000000000000005e-01;1.973000000000000032e-01;2.249999999999999917e-02
4.567999999999999838e-01;1.976999999999999869e-01;2.259999999999999856e-02
4.629999999999999671e-01;1.960999999999999965e-01;2.210000000000000159e-02
4.690999999999999615e-01;1.962000000000000133e-01;2.230000000000000038e-02
4.752999999999999448e-01;1.962000000000000133e-01;2.249999999999999917e-02
4.815000000000000391e-01;1.957000000000000128e-01;2.189999999999999933e-02
4.877000000000000224e-01;1.970000000000000084e-01;2.139999999999999888e-02
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
