# r/D;g;g'
1.790000000000000480e-01;3.371000000000000107e-01;8.050000000000000211e-02
1.852000000000000313e-01;3.259000000000000230e-01;8.000000000000000167e-02
1.914000000000000146e-01;3.175000000000000044e-01;8.019999999999999352e-02
1.975000000000000089e-01;3.094999999999999973e-01;8.039999999999999925e-02
2.036999999999999922e-01;3.000999999999999779e-01;8.050000000000000211e-02
2.098999999999999755e-01;2.897000000000000131e-01;7.989999999999999880e-02
2.159999999999999698e-01;2.827000000000000068e-01;7.989999999999999880e-02
2.221999999999999531e-01;2.726999999999999980e-01;7.929999999999999549e-02
2.284000000000000474e-01;2.630000000000000115e-01;7.850000000000000033e-02
2.346000000000000307e-01;2.550000000000000044e-01;7.839999999999999747e-02
2.407000000000000250e-01;2.479000000000000092e-01;7.939999999999999836e-02
2.469000000000000083e-01;2.396000000000000074e-01;7.939999999999999836e-02
2.530999999999999917e-01;2.313999999999999946e-01;7.969999999999999307e-02
2.592999999999999750e-01;2.225000000000000033e-01;7.969999999999999307e-02
2.653999999999999693e-01;2.131000000000000116e-01;7.929999999999999549e-02
2.715999999999999526e-01;2.051999999999999935e-01;7.929999999999999549e-02
2.778000000000000469e-01;1.967000000000000137e-01;7.979999999999999594e-02
2.840000000000000302e-01;1.880000000000000004e-01;7.910000000000000364e-02
2.901000000000000245e-01;1.789999999999999925e-01;7.810000000000000275e-02
2.963000000000000078e-01;1.708999999999999964e-01;7.699999999999999900e-02
3.024999999999999911e-01;1.615000000000000047e-01;7.539999999999999480e-02
3.085999999999999854e-01;1.529000000000000081e-01;7.439999999999999392e-02
3.147999999999999687e-01;1.444999999999999896e-01;7.380000000000000449e-02
3.209999999999999520e-01;1.373999999999999944e-01;7.290000000000000646e-02
3.272000000000000464e-01;1.300000000000000044e-01;7.199999999999999456e-02
3.333000000000000407e-01;1.234999999999999987e-01;7.119999999999999940e-02
3.395000000000000240e-01;1.165999999999999953e-01;7.009999999999999565e-02
3.457000000000000073e-01;1.087000000000000050e-01;6.740000000000000158e-02
3.518999999999999906e-01;1.008000000000000007e-01;6.469999999999999363e-02
3.579999999999999849e-01;9.329999999999999405e-02;6.199999999999999956e-02
3.641999999999999682e-01;8.550000000000000655e-02;5.909999999999999976e-02
3.703999999999999515e-01;7.760000000000000231e-02;5.569999999999999951e-02
3.764999999999999458e-01;7.149999999999999412e-02;5.410000000000000225e-02
3.827000000000000401e-01;6.479999999999999649e-02;5.220000000000000334e-02
3.889000000000000234e-01;5.920000000000000262e-02;5.000000000000000278e-02
3.951000000000000068e-01;5.369999999999999774e-02;4.809999999999999692e-02
4.012000000000000011e-01;4.929999999999999660e-02;4.560000000000000164e-02
4.073999999999999844e-01;4.490000000000000241e-02;4.279999999999999777e-02
4.135999999999999677e-01;4.089999999999999886e-02;4.050000000000000128e-02
4.197999999999999510e-01;3.719999999999999696e-02;3.860000000000000236e-02
4.258999999999999453e-01;3.400000000000000244e-02;3.670000000000000345e-02
4.321000000000000396e-01;3.080000000000000099e-02;3.490000000000000047e-02
4.383000000000000229e-01;2.840000000000000163e-02;3.339999999999999913e-02
4.444000000000000172e-01;2.630000000000000046e-02;3.150000000000000022e-02
4.506000000000000005e-01;2.409999999999999989e-02;2.869999999999999982e-02
4.567999999999999838e-01;2.199999999999999872e-02;2.639999999999999986e-02
4.629999999999999671e-01;2.050000000000000086e-02;2.400000000000000050e-02
4.690999999999999615e-01;1.919999999999999832e-02;2.149999999999999828e-02
4.752999999999999448e-01;1.859999999999999848e-02;1.919999999999999832e-02
4.815000000000000391e-01;1.720000000000000001e-02;1.739999999999999880e-02
4.877000000000000224e-01;1.779999999999999985e-02;1.529999999999999936e-02
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
