# r/D;g;g'
1.790000000000000480e-01;3.415000000000000258e-01;9.120000000000000329e-02
1.852000000000000313e-01;3.251000000000000001e-01;8.999999999999999667e-02
1.914000000000000146e-01;3.116999999999999771e-01;8.870000000000000107e-02
1.975000000000000089e-01;2.983999999999999986e-01;8.719999999999999973e-02
2.036999999999999922e-01;2.828999999999999848e-01;8.609999999999999598e-02
2.098999999999999755e-01;2.656000000000000028e-01;8.550000000000000655e-02
2.159999999999999698e-01;2.520000000000000018e-01;8.580000000000000127e-02
2.221999999999999531e-01;2.351000000000000034e-01;8.500000000000000611e-02
2.284000000000000474e-01;2.190999999999999892e-01;8.400000000000000522e-02
2.346000000000000307e-01;2.056000000000000050e-01;8.329999999999999905e-02
2.407000000000000250e-01;1.932000000000000106e-01;8.210000000000000631e-02
2.469000000000000083e-01;1.804999999999999938e-01;8.079999999999999682e-02
2.530999999999999917e-01;1.668999999999999928e-01;7.960000000000000409e-02
2.592999999999999750e-01;1.531000000000000139e-01;7.749999999999999944e-02
2.653999999999999693e-01;1.390000000000000124e-01;7.449999999999999678e-02
2.715999999999999526e-01;1.260000000000000009e-01;7.190000000000000557e-02
2.778000000000000469e-01;1.131999999999999951e-01;6.909999999999999476e-02
2.840000000000000302e-01;1.015999999999999959e-01;6.619999999999999496e-02
2.901000000000000245e-01;9.059999999999999998e-02;6.339999999999999802e-02
2.963000000000000078e-01;8.089999999999999969e-02;6.099999999999999867e-02
3.024999999999999911e-01;7.119999999999999940e-02;5.779999999999999721e-02
3.085999999999999854e-01;6.219999999999999835e-02;5.390000000000000346e-02
3.147999999999999687e-01;5.410000000000000225e-02;4.970000000000000112e-02
3.209999999999999520e-01;4.760000000000000342e-02;4.590000000000000330e-02
3.272000000000000464e-01;4.170000000000000095e-02;4.229999999999999732e-02
3.333000000000000407e-01;3.679999999999999938e-02;3.839999999999999664e-02
3.395000000000000240e-01;3.239999999999999825e-02;3.409999999999999837e-02
3.457000000000000073e-01;2.850000000000000103e-02;2.999999999999999889e-02
3.518999999999999906e-01;2.489999999999999852e-02;2.610000000000000167e-02
3.579999999999999849e-01;2.160000000000000114e-02;2.230000000000000038e-02
3.641999999999999682e-01;1.909999999999999892e-02;1.899999999999999953e-02
3.703999999999999515e-01;1.700000000000000122e-02;1.679999999999999896e-02
3.764999999999999458e-01;1.559999999999999928e-02;1.559999999999999928e-02
3.827000000000000401e-01;1.370000000000000037e-02;1.420000000000000082e-02
3.889000000000000234e-01;1.269999999999999948e-02;1.299999999999999940e-02
3.951000000000000068e-01;1.159999999999999920e-02;1.129999999999999928e-02
4.012000000000000011e-01;1.099999999999999936e-02;9.499999999999999764e-03
4.073999999999999844e-01;1.050000000000000065e-02;8.200000000000000691e-03
4.135999999999999677e-01;1.009999999999999960e-02;7.100000000000000408e-03
4.197999999999999510e-01;9.599999999999999159e-03;6.199999999999999782e-03
4.258999999999999453e-01;9.400000000000000369e-03;5.499999999999999681e-03
4.321000000000000396e-01;8.600000000000000006e-03;5.199999999999999761e-03
4.383000000000000229e-01;8.399999999999999481e-03;5.199999999999999761e-03
4.444000000000000172e-01;8.500000000000000611e-03;5.100000000000000366e-03
4.506000000000000005e-01;8.600000000000000006e-03;5.199999999999999761e-03
4.567999999999999838e-01;8.600000000000000006e-03;5.300000000000000024e-03
4.629999999999999671e-01;9.100000000000000450e-03;5.400000000000000286e-03
4.690999999999999615e-01;9.799999999999999684e-03;5.499999999999999681e-03
4.752999999999999448e-01;1.089999999999999997e-02;5.499999999999999681e-03
4.815000000000000391e-01;1.220000000000000077e-02;5.899999999999999863e-03
4.877000000000000224e-01;1.650000000000000078e-02;6.400000000000000307e-03
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
