# r/D;g;g'
-5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
-4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
-4.877000000000000224e-01;1.001999999999999974e-01;3.640000000000000180e-02
-4.814999999999999836e-01;1.006999999999999978e-01;3.660000000000000059e-02
-4.753000000000000003e-01;1.015999999999999959e-01;3.699999999999999817e-02
-4.691000000000000170e-01;1.024999999999999939e-01;3.729999999999999982e-02
-4.630000000000000226e-01;1.035999999999999976e-01;3.799999999999999906e-02
-4.567999999999999838e-01;1.043000000000000038e-01;3.799999999999999906e-02
-4.506000000000000005e-01;1.063999999999999946e-01;3.880000000000000115e-02
-4.444000000000000172e-01;1.086000000000000021e-01;3.960000000000000325e-02
-4.383000000000000229e-01;1.107999999999999957e-01;4.070000000000000007e-02
-4.320999999999999841e-01;1.137999999999999984e-01;4.159999999999999809e-02
-4.259000000000000008e-01;1.171999999999999986e-01;4.259999999999999898e-02
-4.198000000000000065e-01;1.202000000000000013e-01;4.320000000000000229e-02
-4.135999999999999677e-01;1.226000000000000006e-01;4.359999999999999987e-02
-4.073999999999999844e-01;1.241000000000000020e-01;4.370000000000000273e-02
-4.012000000000000011e-01;1.259000000000000119e-01;4.390000000000000152e-02
-3.951000000000000068e-01;1.280999999999999917e-01;4.429999999999999910e-02
-3.889000000000000234e-01;1.292999999999999983e-01;4.420000000000000318e-02
-3.826999999999999846e-01;1.300999999999999934e-01;4.410000000000000031e-02
-3.765000000000000013e-01;1.298999999999999877e-01;4.390000000000000152e-02
-3.704000000000000070e-01;1.317000000000000115e-01;4.449999999999999789e-02
-3.641999999999999682e-01;1.346999999999999864e-01;4.560000000000000164e-02
-3.579999999999999849e-01;1.370000000000000107e-01;4.569999999999999757e-02
-3.518999999999999906e-01;1.398999999999999966e-01;4.660000000000000253e-02
-3.457000000000000073e-01;1.451000000000000068e-01;4.819999999999999979e-02
-3.395000000000000240e-01;1.466999999999999971e-01;4.819999999999999979e-02
-3.333000000000000407e-01;1.484999999999999931e-01;4.780000000000000221e-02
-3.271999999999999909e-01;1.514000000000000068e-01;4.800000000000000100e-02
-3.210000000000000075e-01;1.545999999999999874e-01;4.830000000000000265e-02
-3.147999999999999687e-01;1.565000000000000002e-01;4.859999999999999737e-02
-3.085999999999999854e-01;1.597000000000000086e-01;4.959999999999999826e-02
-3.024999999999999911e-01;1.613999999999999879e-01;5.000000000000000278e-02
-2.963000000000000078e-01;1.642000000000000126e-01;5.040000000000000036e-02
-2.901000000000000245e-01;1.673000000000000043e-01;5.099999999999999672e-02
-2.840000000000000302e-01;1.698000000000000065e-01;5.070000000000000201e-02
-2.777999999999999914e-01;1.741999999999999937e-01;5.090000000000000080e-02
-2.716000000000000081e-01;1.786999999999999977e-01;5.140000000000000124e-02
-2.653999999999999693e-01;1.829000000000000070e-01;5.160000000000000003e-02
-2.592999999999999750e-01;1.849999999999999978e-01;5.140000000000000124e-02
-2.530999999999999917e-01;1.895000000000000018e-01;5.190000000000000169e-02
-2.469000000000000083e-01;1.920999999999999930e-01;5.210000000000000048e-02
-2.407000000000000250e-01;1.953999999999999904e-01;5.260000000000000092e-02
-2.345999999999999752e-01;1.973000000000000032e-01;5.279999999999999971e-02
-2.283999999999999919e-01;2.015000000000000124e-01;5.330000000000000016e-02
-2.222000000000000086e-01;2.046999999999999931e-01;5.340000000000000302e-02
-2.160000000000000253e-01;2.084000000000000019e-01;5.290000000000000258e-02
-2.098999999999999755e-01;2.124000000000000055e-01;5.279999999999999971e-02
-2.036999999999999922e-01;2.162999999999999923e-01;5.279999999999999971e-02
-1.975000000000000089e-01;2.212000000000000077e-01;5.330000000000000016e-02
-1.914000000000000146e-01;2.268000000000000016e-01;5.410000000000000225e-02
-1.851999999999999758e-01;2.306999999999999884e-01;5.469999999999999862e-02
-1.789999999999999925e-01;2.349999999999999867e-01;5.480000000000000149e-02
-1.728000000000000091e-01;2.394999999999999907e-01;5.469999999999999862e-02
-1.667000000000000148e-01;2.429000000000000048e-01;5.500000000000000028e-02
-1.604999999999999760e-01;2.454000000000000070e-01;5.500000000000000028e-02
-1.542999999999999927e-01;2.479000000000000092e-01;5.449999999999999983e-02
-1.481000000000000094e-01;2.515999999999999903e-01;5.460000000000000270e-02
-1.420000000000000151e-01;2.545999999999999930e-01;5.480000000000000149e-02
-1.357999999999999763e-01;2.591999999999999860e-01;5.469999999999999862e-02
-1.295999999999999930e-01;2.626000000000000001e-01;5.439999999999999697e-02
-1.234999999999999987e-01;2.681999999999999940e-01;5.480000000000000149e-02
-1.173000000000000154e-01;2.702999999999999847e-01;5.410000000000000225e-02
-1.110999999999999766e-01;2.733999999999999764e-01;5.390000000000000346e-02
-1.048999999999999932e-01;2.743999999999999773e-01;5.390000000000000346e-02
-9.879999999999999893e-02;2.767000000000000015e-01;5.380000000000000060e-02
-9.260000000000001563e-02;2.770000000000000240e-01;5.360000000000000181e-02
-8.639999999999997682e-02;2.788999999999999813e-01;5.360000000000000181e-02
-8.019999999999999352e-02;2.821000000000000174e-01;5.390000000000000346e-02
-7.409999999999999920e-02;2.844999999999999751e-01;5.380000000000000060e-02
-6.790000000000001590e-02;2.868999999999999884e-01;5.299999999999999850e-02
-6.169999999999997708e-02;2.903999999999999915e-01;5.260000000000000092e-02
-5.559999999999998277e-02;2.943000000000000060e-01;5.210000000000000048e-02
-4.939999999999999947e-02;2.953999999999999959e-01;5.140000000000000124e-02
-4.320000000000001616e-02;2.972000000000000197e-01;5.099999999999999672e-02
-3.699999999999997735e-02;2.993999999999999995e-01;5.109999999999999959e-02
-3.089999999999998304e-02;3.009000000000000008e-01;5.099999999999999672e-02
-2.469999999999999973e-02;3.034999999999999920e-01;5.109999999999999959e-02
-1.850000000000001643e-02;3.057000000000000273e-01;5.079999999999999793e-02
-1.229999999999997762e-02;3.065999999999999837e-01;5.099999999999999672e-02
-6.199999999999983302e-03;3.083000000000000185e-01;5.099999999999999672e-02
0.000000000000000000e+00;3.089000000000000079e-01;5.029999999999999749e-02
6.199999999999983302e-03;3.074999999999999956e-01;5.009999999999999870e-02
1.229999999999997762e-02;3.094999999999999973e-01;5.009999999999999870e-02
1.849999999999996092e-02;3.104999999999999982e-01;4.989999999999999991e-02
2.470000000000005524e-02;3.096999999999999753e-01;4.979999999999999705e-02
3.090000000000003855e-02;3.099000000000000088e-01;5.050000000000000322e-02
3.700000000000003286e-02;3.110999999999999877e-01;5.070000000000000201e-02
4.320000000000001616e-02;3.101999999999999758e-01;5.050000000000000322e-02
4.939999999999999947e-02;3.103000000000000203e-01;5.029999999999999749e-02
5.559999999999998277e-02;3.108000000000000207e-01;5.050000000000000322e-02
6.169999999999997708e-02;3.110999999999999877e-01;5.059999999999999915e-02
6.789999999999996039e-02;3.084999999999999964e-01;5.020000000000000157e-02
7.410000000000005471e-02;3.090999999999999859e-01;5.020000000000000157e-02
8.020000000000004903e-02;3.094000000000000083e-01;5.050000000000000322e-02
8.640000000000003233e-02;3.089000000000000079e-01;5.029999999999999749e-02
9.260000000000001563e-02;3.089999999999999969e-01;5.040000000000000036e-02
9.879999999999999893e-02;3.103000000000000203e-01;5.070000000000000201e-02
1.048999999999999932e-01;3.084999999999999964e-01;5.090000000000000080e-02
1.110999999999999766e-01;3.069999999999999951e-01;5.090000000000000080e-02
1.172999999999999599e-01;3.059000000000000052e-01;5.079999999999999793e-02
1.235000000000000542e-01;3.039000000000000035e-01;5.070000000000000201e-02
1.296000000000000485e-01;3.032000000000000250e-01;5.099999999999999672e-02
1.358000000000000318e-01;3.010999999999999788e-01;5.059999999999999915e-02
1.420000000000000151e-01;2.979999999999999871e-01;5.020000000000000157e-02
1.481000000000000094e-01;2.964999999999999858e-01;5.029999999999999749e-02
1.542999999999999927e-01;2.937000000000000166e-01;5.020000000000000157e-02
1.604999999999999760e-01;2.899999999999999800e-01;4.970000000000000112e-02
1.666999999999999593e-01;2.867000000000000104e-01;4.929999999999999660e-02
1.727999999999999536e-01;2.858999999999999875e-01;5.009999999999999870e-02
