# r/D;g;g'
1.790000000000000480e-01;2.832999999999999963e-01;5.029999999999999749e-02
1.852000000000000313e-01;2.797999999999999932e-01;5.009999999999999870e-02
1.914000000000000146e-01;2.792000000000000037e-01;5.059999999999999915e-02
1.975000000000000089e-01;2.792000000000000037e-01;5.120000000000000245e-02
2.036999999999999922e-01;2.761000000000000121e-01;5.099999999999999672e-02
2.098999999999999755e-01;2.721999999999999975e-01;5.099999999999999672e-02
2.159999999999999698e-01;2.710000000000000187e-01;5.179999999999999882e-02
2.221999999999999531e-01;2.667999999999999816e-01;5.220000000000000334e-02
2.284000000000000474e-01;2.629000000000000226e-01;5.279999999999999971e-02
2.346000000000000307e-01;2.610999999999999988e-01;5.349999999999999895e-02
2.407000000000000250e-01;2.591999999999999860e-01;5.340000000000000302e-02
2.469000000000000083e-01;2.570000000000000062e-01;5.310000000000000137e-02
2.530999999999999917e-01;2.540999999999999925e-01;5.269999999999999685e-02
2.592999999999999750e-01;2.514000000000000123e-01;5.199999999999999761e-02
2.653999999999999693e-01;2.472000000000000031e-01;5.160000000000000003e-02
2.715999999999999526e-01;2.449000000000000066e-01;5.140000000000000124e-02
2.778000000000000469e-01;2.424000000000000044e-01;5.149999999999999717e-02
2.840000000000000302e-01;2.394999999999999907e-01;5.160000000000000003e-02
2.901000000000000245e-01;2.354999999999999871e-01;5.170000000000000290e-02
2.963000000000000078e-01;2.336000000000000021e-01;5.149999999999999717e-02
3.024999999999999911e-01;2.300999999999999990e-01;5.179999999999999882e-02
3.085999999999999854e-01;2.263000000000000012e-01;5.179999999999999882e-02
3.147999999999999687e-01;2.227999999999999980e-01;5.140000000000000124e-02
3.209999999999999520e-01;2.209000000000000130e-01;5.149999999999999717e-02
3.272000000000000464e-01;2.175999999999999879e-01;5.109999999999999959e-02
3.333000000000000407e-01;2.154999999999999971e-01;5.090000000000000080e-02
3.395000000000000240e-01;2.132000000000000006e-01;5.079999999999999793e-02
3.457000000000000073e-01;2.097999999999999865e-01;5.029999999999999749e-02
3.518999999999999906e-01;2.078000000000000125e-01;4.979999999999999705e-02
3.579999999999999849e-01;2.053000000000000103e-01;4.929999999999999660e-02
3.641999999999999682e-01;2.023999999999999966e-01;4.880000000000000310e-02
3.703999999999999515e-01;1.985999999999999988e-01;4.760000000000000342e-02
3.764999999999999458e-01;1.960999999999999965e-01;4.700000000000000011e-02
3.827000000000000401e-01;1.915000000000000036e-01;4.599999999999999922e-02
3.889000000000000234e-01;1.882000000000000062e-01;4.569999999999999757e-02
3.951000000000000068e-01;1.855999999999999872e-01;4.580000000000000043e-02
4.012000000000000011e-01;1.841000000000000136e-01;4.510000000000000120e-02
4.073999999999999844e-01;1.824999999999999956e-01;4.449999999999999789e-02
4.135999999999999677e-01;1.799999999999999933e-01;4.410000000000000031e-02
4.197999999999999510e-01;1.781999999999999973e-01;4.390000000000000152e-02
4.258999999999999453e-01;1.756000000000000061e-01;4.309999999999999942e-02
4.321000000000000396e-01;1.726999999999999924e-01;4.290000000000000063e-02
4.383000000000000229e-01;1.711000000000000021e-01;4.200000000000000261e-02
4.444000000000000172e-01;1.696000000000000008e-01;4.170000000000000095e-02
4.506000000000000005e-01;1.666999999999999871e-01;4.120000000000000051e-02
4.567999999999999838e-01;1.655999999999999972e-01;4.159999999999999809e-02
4.629999999999999671e-01;1.630000000000000060e-01;4.170000000000000095e-02
4.690999999999999615e-01;1.613999999999999879e-01;4.170000000000000095e-02
4.752999999999999448e-01;1.607999999999999985e-01;4.120000000000000051e-02
4.815000000000000391e-01;1.617000000000000104e-01;4.139999999999999930e-02
4.877000000000000224e-01;1.637000000000000122e-01;4.159999999999999809e-02
4.938000000000000167e-01;0.000000000000000000e+00;0.000000000000000000e+00
5.000000000000000000e-01;0.000000000000000000e+00;0.000000000000000000e+00
